"date","month","title","cleaned_text","publisher","topic"
2023-11-01,"Nov 2023","Israel Turns Up Heat on Hamas As Calls for Cooling Off Mount","israel turn heat hamas call cool mount","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israel Vows to Enable More Aid for Gaza; Blinken Says ‘Real Test Is Results’","israel vow enable aid gaza blinken say real test result","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel Wants Hamas Out of Gaza, but Even Uprooting It From the North Hasn't Worked; Israeli forces confront a resurgence in areas they had declared cleared","israel want hamas gaza even uproot north work israeli force confront resurgence area declare clear","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Warns Hezbollah to Pull Back Forces or Risk Wider War","israel warn hezbollah pull back force risk wide war","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Israel Weighs Plan to Flood Gaza Tunnels With Seawater; Move could drive out Hamas fighters but threatens to foul Gaza's freshwater supply and damage infrastructure","israel weigh plan flood gaza tunnel seawater move drive hamas fighter threaten foul gaza's freshwater supply damage infrastructure","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israel Will Defeat Hamas in Rafah; We've incapacitated most of the terror group. Rafah is its last stronghold, and we must win there too.","israel will defeat hamas rafah incapacitate terror group rafah last stronghold must win","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel, Gaza and the Law on Starvation in War","israel gaza law starvation war","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel, Hamas Agree to Extend Truce by One Day; The deal comes after Hamas released a sixth group of hostages on Wednesday","israel hamas agree extend truce one day deal come hamas release group hostage wednesday","Wall_Street_News","Israel Conflict"
2024-05-01,"May 2024","Israel, Hamas and the Law of War; If the State Department's criticisms are serious, they imperil the defense of all civilized countries.","israel hamas law war state department's criticism serious imperil defense civilize country","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel, Hamas Close In on Deal To Free Some Hostages in Gaza","israel hamas close deal free hostage gaza","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel, Hamas Extend Truce Two Days --- Militants free 11 more hostages as part of initial deal, further exchanges planned","israel hamas extend truce two day militant free 11 hostage part initial deal exchange plan","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel, Hamas Reach Deal on Hostages --- Militants to free 50 civilians in swap for Palestinian prisoners, pauses in fighting","israel hamas reach deal hostage militant free 50 civilian swap palestinian prisoner pause fight","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel, Hamas Reach Deal to Release 50 Hostages; Foes to swap 50 Israelis held by militants in exchange for some 150 Palestinian prisoners held in Israeli jails and pauses in fighting","israel hamas reach deal release 50 hostage foe swap 50 israeli hold militant exchange 150 palestinian prisoner hold israeli jail pause fight","Wall_Street_News","Israel Conflict"
2023-11-01,"Nov 2023","Israel, Ukraine, China: Foreign Challenges Hinder Biden's Re-Election Bid; Two wars strain president's ability to focus on persuading voters ahead of 2024","israel ukraine china foreign challenge hinder biden's re-election bid two war strain president's ability focus persuade voter ahead 2024","Wall_Street_News","Ukraine Conflict"
2024-04-01,"Apr 2024","Israel’s Account of Attack on Aid Convoy Raises Wider Legal Questions, Experts Say","israel’s account attack aid convoy raise wide legal question expert say","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israel’s Central Bank Props Up Shekel After Plunge","israel’s central bank prop shekel plunge","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Israel’s Closures of 2 Gaza Border Crossings Prompt Alarm Over Humanitarian Aid","israel’s closure gaza border crossing prompt alarm humanitarian aid","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel’s Deadly Airstrike on the World Central Kitchen","israel’s deadly airstrike world central kitchen","The New York Times","Israel Conflict"
2024-01-01,"Jan 2024","Israel’s foreign minister speaks in Brussels amid discord at home over the war.","israel’s foreign minister speak brussels amid discord home war","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israel’s Military Campaign Has Left Gaza’s Medical System Near Collapse","israel’s military campaign leave gaza’s medical system near collapse","The New York Times","Israel Conflict"
2023-11-01,"Nov 2023","Israeli Airstrike Hits Crowded Refugee Camp in Northern Gaza; Israel says it was targeting Hamas fighters; Gaza hospitals report scores of dead and injured","israeli airstrike hit crowd refugee camp northern gaza israel say target hamas fighter gaza hospital report score dead injure","Wall_Street_News","Israel Conflict"
2024-02-01,"Feb 2024","Israeli Cabinet Opposes Unilateral Recognition of a Palestinian State; Some European countries have said they are considering recognizing a Palestinian state amid increasing pressure on Israel","israeli cabinet oppose unilateral recognition palestinian state european country say consider recognize palestinian state amid increase pressure israel","Wall_Street_News","Israel Conflict"
2024-03-01,"Mar 2024","Israeli forces make a lethal strike on a U.N. aid warehouse in Rafah.","israeli force make lethal strike u.n aid warehouse rafah","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Israeli Minister Blocks Flour From Reaching UNRWA in Gaza","israeli minister block flour reach unrwa gaza","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Israeli Rape-Crisis Group Report Finds ‘Systematic’ Sexual Violence on and After Oct. 7","israeli rape-crisis group report find systematic sexual violence oct","The New York Times","Israel Conflict"
2024-02-01,"Feb 2024","Israeli Settlers Left Gaza in 2005. They Now See a Chance to Return.","israeli settler leave gaza 2005 now see chance return","The New York Times","Israel Conflict"
2024-04-01,"Apr 2024","Israeli Soldier Deaths in Gaza War Are Reshaping a Generation; A desert yeshiva is among the schools in Israel that have lost several alumni","israeli soldier death gaza war reshape generation desert yeshiva among school israel lose several alumnus","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Israeli Strike Kills Five Iranian Military Advisers in Syria, Iran Says; U.S. base in Iraq also was fired on as Israel and Jordan clash over an alleged Israeli attack on a Jordanian field h ospital in Gaza","israeli strike kill five iranian military adviser syria iran say u.s base iraq also fire israel jordan clash allege israeli attack jordanian field ospital gaza","Wall_Street_News","Israel Conflict"
2024-04-01,"Apr 2024","Israeli Strikes Kill 7 Aid Workers in Gaza","israeli strike kill aid worker gaza","The New York Times","Israel Conflict"
2024-05-01,"May 2024","Israeli Tanks Close In on Central Rafah as Global Uproar Grows; Backlash over civilian deaths in Gaza airstrike amplifies challenge for Israel's campaign against Hamas","israeli tank close central rafah global uproar grow backlash civilian death gaza airstrike amplify challenge israel's campaign hamas","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Ivanka Trump, Jared Kushner Visit Hamas Attack Site in Israel; Trip comes as U.S. voters criticize Biden over his response to war","ivanka trump jared kushner visit hamas attack site israel trip come u.s voter criticize biden response war","Wall_Street_News","Israel Conflict"
2023-12-01,"Dec 2023","Japan to Send U.S. Patriot Missiles, Creating Deeper Pool for Ukraine Air Defenses; Tokyo breaks from l ongstanding weapons-export restraints and looks to add dozens of interceptors to American stockpiles","japan send u.s patriot missile create deep pool ukraine air defense tokyo break ongstanding weapons-export restraint look add dozen interceptor american stockpile","Wall_Street_News","Ukraine Conflict"
2023-11-01,"Nov 2023","Japan: the Land Where Inflation Is Good News --- Price increases triggered by the pandemic and Ukraine war are helping end the long, bleak era of stagnant growth","japan land inflation good news price increase trigger pandemic ukraine war help end long bleak era stagnant growth","Wall_Street_News","Ukraine Conflict"
2024-02-01,"Feb 2024","Jeffries Suggests Democrats Would Save Johnson From Removal Over Ukraine Aid","jeffries suggest democrat save johnson removal ukraine aid","The New York Times","Ukraine Conflict"
2024-02-01,"Feb 2024","Jeffries Weighs How to Force Ukraine Aid Vote While Keeping Democrats United","jeffries weigh force ukraine aid vote keep democrat unite","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Jeffries’s Hint of a Lifeline Bolstered Johnson on Ukraine. Will He Need It?","jeffries’s hint lifeline bolster johnson ukraine will need","The New York Times","Ukraine Conflict"
2023-11-01,"Nov 2023","Jewish Viewers Find a Refuge in Fox News","jewish viewer find refuge fox news","The New York Times","Israel Conflict"
2024-03-01,"Mar 2024","Joe Lieberman's Last Words on Israel; A warning to Biden that he risks losing the votes of Jewish Democrats like us.","joe lieberman's last word israel warn biden risk lose vote jewish democrat like us","Wall_Street_News","Israel Conflict"
2024-01-01,"Jan 2024","Johnson Casts Doubt on Border Deal to Unlock Ukraine Aid, Defying Biden","johnson cast doubt border deal unlock ukraine aid defy biden","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Johnson Floats Voting on Senate Ukraine Bill, With Conservative Policies as Sweeteners","johnson float vote senate ukraine bill conservative policy sweetener","The New York Times","Ukraine Conflict"
2024-04-01,"Apr 2024","Johnson Outlines Plan for Ukraine Aid; House Could Act Within Weeks","johnson outline plan ukraine aid house act within week","The New York Times","Ukraine Conflict"
