"abstract","web_url","lead_paragraph","source","pub_date","_id","document_type","headlines"
"Three officials were accused of operating at the behest of Russian intelligence when they aligned with efforts by Rudolph W. Giuliani to tie the Biden family to corruption in Ukraine.","https://www.nytimes.com/2023/11/14/world/europe/ukraine-biden-giuliani-trump.html","Ukrainian police and prosecutors have accused two politicians and a former prosecutor of treason, saying they colluded with a Russian intelligence agency in aiding an effort by Rudolph W. Giuliani several years ago to tie the Biden family to corruption in Ukraine.","The New York Times","2023-11-14T17:04:38+0000","nyt://article/7f14e4e3-3d66-59a6-b60d-1693e55af938","article","Ukraine Indicts Officials Linked to Efforts to Investigate the Bidens"
"Two sponsors have withdrawn from the event, planned for Wednesday, after learning that some of the authors involved are planning to make a political statement about the conflict.","https://www.nytimes.com/2023/11/14/books/israel-gaza-war-national-book-awards.html","As the cultural fallout from the war in the Middle East continues, several finalists for the National Book Award plan to call for a cease-fire in Gaza during the ceremony on Wednesday. Two sponsors have decided not to attend the ceremony after learning authors were planning a political statement.","The New York Times","2023-11-14T18:03:54+0000","nyt://article/f7b251e2-155a-5751-8954-cca02a455d21","article","Israel-Hamas War Sows Disruption at the National Book Awards"
"Israel said Palestinian militants had misfired projectiles, but an analysis of photos and videos of Friday’s strikes shows that some of the munitions were likely fired by Israeli forces.","https://www.nytimes.com/2023/11/14/world/middleeast/israel-gaza-al-shifa-hospital.html","Minutes after 1 a.m. Friday, as active fighting raged between Israeli forces and Hamas militants, a projectile streaked over Gaza’s largest medical complex and crashed into the center of the courtyard of Al-Shifa Hospital, a place where thousands of displaced Gazans had sought shelter.","The New York Times","2023-11-14T19:29:59+0000","nyt://article/7d381db7-3897-5fb2-8cf3-9630ffd668cb","article","Evidence Points to Israeli Shells in Strikes on Gaza’s Largest Hospital"
"John Kirby, a spokesman for the National Security Council, said that intelligence from U.S.-generated sources supported Israel’s claim that Hamas has tunnels under Al-Shifa and other hospitals.","https://www.nytimes.com/2023/11/14/us/politics/hamas-hospitals-gaza-israel.html","The United States has intelligence that shows that Hamas has been using hospitals in Gaza, including Al-Shifa, as command centers and ammunitions depots, a spokesman for the National Security Council said on Tuesday.","The New York Times","2023-11-14T20:43:26+0000","nyt://article/bb2ecef2-e993-590c-865e-563e5ca3c457","article","U.S. Says Hamas Operates Out of Gaza Hospitals, Endorsing Israel’s Allegations"
"Roughly 300 Israelis gathered in New York City at the grave of a Jewish leader known as the Rebbe. For some, it was a mission, for others, a pilgrimage.","https://www.nytimes.com/2023/11/14/nyregion/israel-hostages-rebbe-grave-in-queens.html","The images of two little girls hung around Orna Ben Yaakov’s neck. They were Raz and Aviv Katz Asher, ages 4 and 2, missing since Oct. 7 when they were kidnapped by Hamas terrorists in Israel.","The New York Times","2023-11-14T21:31:43+0000","nyt://article/4bb85e8a-c99d-55ea-bab9-e5117d34d709","article","Hundreds Fly From Israel to Pray for Hostages at the Rebbe’s Grave in Queens"
"Satellite images show that Israeli forces are stationed one block from Al-Shifa, the biggest hospital in Gaza City, an area that has been the site of intensified fighting in recent days.","https://www.nytimes.com/2023/11/14/world/middleeast/satellite-images-show-israeli-tanks-600-feet-from-al-shifa-hospital.html","Satellite images show that Israeli forces are stationed one block from Al-Shifa, the biggest hospital in Gaza City, an area that has been the site of intensified fighting in recent days.","The New York Times","2023-11-14T21:31:43+0000","nyt://article/e72e0768-ae3e-535a-8da0-ce45803d82cc","article","Satellite images show Israeli tanks 600 feet from Al-Shifa Hospital"
"The operation at the main hospital complex in Gaza came after Israel released videos showing what it said were weapons inside a children’s hospital in the enclave.","https://www.nytimes.com/2023/11/14/world/middleeast/israel-gaza-hamas-hospital.html","The Israeli military said early Wednesday that its troops were carrying out “a precise and targeted operation” at Gaza’s largest hospital, a complex of buildings where thousands of Palestinian refugees had taken shelter, as part of the campaign “to defeat Hamas and rescue our hostages.”","The New York Times","2023-11-14T23:05:51+0000","nyt://article/555474e6-bce7-56a7-8262-ec0985f6f1e9","article","Israel Says Military Has Entered Gazan Hospital Grounds to Root Out Hamas"
"Experts say that inflammatory statements by prominent Israelis are normalizing ideas like the killing of civilians and mass deportations.","https://www.nytimes.com/2023/11/15/world/middleeast/israel-gaza-war-rhetoric.html","Shock, grief and pain have cascaded across Israel since Hamas gunmen poured out of Gaza to kill an estimated 1,200 Israeli civilians and soldiers on Oct. 7. So have anger and a thirst for vengeance, which the country’s leaders are verbalizing in language that critics in Israel say often crosses the line into incitement.","The New York Times","2023-11-15T10:02:56+0000","nyt://article/ec4e3b08-03a1-5c1b-9551-3afbc5a8f959","article","‘Erase Gaza’: War Unleashes Incendiary Rhetoric in Israel"
"Al-Shifa hospital has become emblematic of Israel’s campaign to wrest control of Gaza from Hamas.","https://www.nytimes.com/2023/11/16/world/middleeast/al-shifas-capture-by-israel-would-be-a-watershed-moment-in-the-conflict.html","The Israeli military was solidifying its hold on the Gaza Strip’s largest hospital on Wednesday, after storming the complex overnight. Soldiers were conducting searches and interrogations inside, and Israeli officers said they had found rifles, ammunition, body armor and other military equipment in a radiology building.","The New York Times","2023-11-15T10:23:16+0000","nyt://article/7d29f1c5-d928-52c0-99d3-6e9188a0f500","article","Israel says it found weapons at Al-Shifa, as its troops interrogate people there."
"The teenagers in the Greater Jerusalem swim club made a point of not focusing on their differences. That changed with the war.","https://www.nytimes.com/2023/11/15/world/middleeast/jerusalem-pool-israelis-palestinians.html","The rule was unspoken, but the Israeli and Palestinian teenagers in the Greater Jerusalem swim club had abided by it forever without even thinking.","The New York Times","2023-11-15T14:13:20+0000","nyt://article/9ec005d3-373d-5608-a9e7-047b104cc299","article","Palestinian and Israeli Teens Swam in the Same Pool. Then Came Oct. 7."
"Under the proposed agreement, Hamas would release 50 women and children abducted during the Oct. 7 terrorist attacks for roughly the same number of Palestinian women and children held in Israeli prisons.","https://www.nytimes.com/2023/11/15/world/middleeast/israel-hamas-hostage-deal.html","Israel believes that Wednesday’s raid on Al-Shifa Hospital will put pressure on Hamas to finish a deal to trade dozens of Israeli captives for Palestinian prisoners, according to two senior Israeli officials.","The New York Times","2023-11-15T18:56:25+0000","nyt://article/6be8cbfa-256a-5255-8605-11f2730a5174","article","Israel and Hamas Appear to Be Near Hostage Deal, Officials Say"
"Christopher A. Wray, the F.B.I. director, made the disclosure in testifying about threats to the United States after Hamas’s surprise attack on southern Israel last month.","https://www.nytimes.com/2023/11/15/us/politics/fbi-hamas-israel-threats.html","Christopher A. Wray, the F.B.I. director, said on Wednesday that the bureau had opened a slew of investigations into Hamas as it tries to thwart potential attacks and stymie financial support for the militant group.","The New York Times","2023-11-15T20:49:46+0000","nyt://article/5e91993a-3f1b-5dbf-ab1e-e7ced28ffed5","article","F.B.I. Ramps Up Investigations of Hamas"
"A raid of a hospital that Israel asserts is a base for Hamas is shaping up as a watershed moment in a conflict that has put the Mideast on edge.","https://www.nytimes.com/2023/11/15/world/middleeast/al-shifa-hospital-israel.html","Since Israel’s ground troops invaded Gaza 19 days ago, the fate of its war has become largely entwined with the fate of the territory’s largest hospital.","The New York Times","2023-11-16T02:36:44+0000","nyt://article/ba2fc8f3-4e82-5e20-81cb-f1bc36662523","article","Israel Seizes Gaza Hospital That Became Symbol of the War Itself"
"Making assumptions about Israel and Gaza is only fueling the hatred spilling out of the region.","https://www.nytimes.com/2023/11/15/opinion/israel-gaza-facts.html","With the bilateral slaughter in the Middle East unleashing poisons that are worsening hatred worldwide, let me outline what I see as three myths inflaming the debate:","The New York Times","2023-11-16T02:52:07+0000","nyt://article/e3d7ee4d-08f0-5e08-a174-5e255951996a","article","What We Get Wrong About Israel and Gaza"
"About 100 Ukrainians a day travel back into Ukraine at an unofficial border crossing, bringing tales of repression and fear about life in Russian-controlled territories.","https://www.nytimes.com/2023/11/16/world/europe/russia-ukraine-war-border-crossing.html","The Russian soldiers turned up at her home close to midnight with an ominous message.","The New York Times","2023-11-16T10:39:41+0000","nyt://article/246414ab-91e3-51d1-a579-763f95bc5f5e","article","They Trudge From Russia Into Ukraine, Fleeing Life Under Occupation"
"Yair Lapid says that he would join a coalition without Prime Minister Benjamin Netanyahu.","https://www.nytimes.com/2023/11/16/world/middleeast/israel-opposition-lapid-netanyahu.html","Follow live news updates on the Israel-Hamas war.","The New York Times","2023-11-16T12:25:28+0000","nyt://article/493c1a78-b84f-5060-a956-9ad8c3a985d9","article","Israel’s Opposition Leader Says Netanyahu ‘Must Go Now’"
